;;;;;;;;;;;;;; 80.007 ; 229.027.746,30 ; 1.633.627,99 ; 227.394.118,31 ; 41.142.264,91 ; 5.760.400,78 ; -   ; -   ; -   ; 221.651.156,36 ; 74.093.414,10 ; 1.222.563,60 ; 5.631.099,16 ; 6.853.662,76 
chave_unica;Período;Ano;Mês;Trimestre;sped_origem;sentido;Registro;CFOP;CST;Alíq. Pis do SPED;Alíq. Cofins do SPED;Nat. BC. Créd.;status_conferencia;qtd_registros; total_item ; total_desconto ; total_liquido ; total_bc_icms ; total_icms ; total_icms_st ; total_ipi ; total_iss ; bc_pis_cof_calculada ; bc_pis_cof_escriturada ; total_pis ; total_cof ; total_pis_cofins 
2021|12|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;58; 33.842,31 ; 2.280,00 ; 31.562,31 ; -   ; -   ; -   ; -   ; -   ; 31.562,31 ; -   ; -   ; -   ; -   
2021|12|CONTRIBUIÇÕES|Entrada|C170|1653|70|0.0000|0.0000|02|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;1653;70;0,0000;0,0000;2;Não conferido;8; 1.491,07 ; -   ; 1.491,07 ; -   ; -   ; -   ; -   ; -   ; 1.491,07 ; -   ; -   ; -   ; -   
2021|12|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;1179; 3.483.444,94 ; 4.871,22 ; 3.478.573,72 ; 3.004.557,50 ; 447.117,50 ; -   ; -   ; -   ; 3.031.456,22 ; -   ; -   ; -   ; -   
2021|12|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;553; 1.487.794,64 ; 1.328,36 ; 1.486.466,28 ; 1.303.881,24 ; 234.402,24 ; -   ; -   ; -   ; 1.252.064,04 ; 1.486.466,28 ; 24.527,02 ; 112.971,41 ; 137.498,43 
2021|12|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;161; 548.597,66 ; 17.678,84 ; 530.918,82 ; 512.153,06 ; 61.458,33 ; -   ; -   ; -   ; 469.460,49 ; 530.918,82 ; 8.760,19 ; 40.349,84 ; 49.110,03 
2021|12|CONTRIBUIÇÕES|Entrada|C170|1922|51|1.6500|7.6000|N/A|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;1922;51;0,0165;0,0760;N/A;Não conferido;4; 550.000,00 ; -   ; 550.000,00 ; -   ; -   ; -   ; -   ; -   ; 550.000,00 ; 550.000,00 ; 9.075,02 ; 41.800,00 ; 50.875,02 
2021|12|CONTRIBUIÇÕES|Entrada|C170|1916|70|0.0000|0.0000|N/A|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;1916;70;0,0000;0,0000;N/A;Não conferido;141; 8.722,00 ; -   ; 8.722,00 ; -   ; -   ; -   ; -   ; -   ; 8.722,00 ; -   ; -   ; -   ; -   
2021|12|CONTRIBUIÇÕES|Entrada|C170|2653|70|0.0000|0.0000|02|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;2653;70;0,0000;0,0000;2;Não conferido;11; 16.255,55 ; 58,81 ; 16.196,74 ; -   ; -   ; -   ; -   ; -   ; 16.196,74 ; -   ; -   ; -   ; -   
2021|12|CONTRIBUIÇÕES|Entrada|C170|2551|70|0.0000|0.0000|10|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;2551;70;0,0000;0,0000;10;Não conferido;1; 9.000,00 ; -   ; 9.000,00 ; -   ; -   ; -   ; -   ; -   ; 9.000,00 ; -   ; -   ; -   ; -   
2021|12|CONTRIBUIÇÕES|Entrada|C170|1202|51|1.6500|7.6000|12|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;1202;51;0,0165;0,0760;12;Não conferido;1; 324,00 ; -   ; 324,00 ; -   ; -   ; -   ; -   ; -   ; 324,00 ; 324,00 ; 5,35 ; 24,62 ; 29,97 
2021|12|CONTRIBUIÇÕES|Entrada|C170|2916|70|0.0000|0.0000|N/A|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;2916;70;0,0000;0,0000;N/A;Não conferido;159; 1.654,00 ; -   ; 1.654,00 ; -   ; -   ; -   ; -   ; -   ; 1.654,00 ; -   ; -   ; -   ; -   
2021|12|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;66; 459.694,47 ; 4,50 ; 459.689,97 ; 60.492,11 ; 7.259,04 ; -   ; -   ; -   ; 452.430,93 ; 459.689,97 ; 7.584,91 ; 34.936,45 ; 42.521,36 
2021|12|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;144; 267.683,36 ; 202,34 ; 267.481,02 ; 260.607,60 ; 31.963,09 ; -   ; -   ; -   ; 235.517,93 ; -   ; -   ; -   ; -   
2021|12|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;79; 347.858,99 ; 203,02 ; 347.655,97 ; 316.360,42 ; 37.629,60 ; -   ; -   ; -   ; 310.026,37 ; 347.655,97 ; 5.736,34 ; 26.421,89 ; 32.158,23 
2021|12|CONTRIBUIÇÕES|Entrada|C170|2407|70|0.0000|0.0000|02|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;2407;70;0,0000;0,0000;2;Não conferido;8; 42.877,89 ; -   ; 42.877,89 ; 36.288,13 ; 2.540,17 ; -   ; -   ; -   ; 40.337,72 ; -   ; -   ; -   ; -   
2021|12|CONTRIBUIÇÕES|Entrada|C170|2933|51|1.6500|7.6000|03|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;2933;51;0,0165;0,0760;3;Não conferido;2; 630,00 ; 0,14 ; 629,86 ; -   ; -   ; -   ; -   ; -   ; 629,86 ; 629,86 ; 10,39 ; 47,87 ; 58,26 
2021|12|CONTRIBUIÇÕES|Entrada|C170|2411|51|1.6500|7.6000|12|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;2411;51;0,0165;0,0760;12;Não conferido;1; 2.906,40 ; -   ; 2.906,40 ; 2.549,47 ; 101,98 ; -   ; -   ; -   ; 2.804,42 ; 2.906,40 ; 47,96 ; 220,89 ; 268,85 
2021|12|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;235; 189.434,09 ; 313,78 ; 189.120,31 ; 129.971,86 ; 9.719,63 ; -   ; -   ; -   ; 179.400,68 ; 189.120,31 ; 3.120,56 ; 14.373,07 ; 17.493,63 
2021|12|CONTRIBUIÇÕES|Entrada|C170|1551|70|0.0000|0.0000|10|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;1551;70;0,0000;0,0000;10;Não conferido;64; 10.393.900,00 ; -   ; 10.393.900,00 ; 64.347,20 ; 8.645,02 ; -   ; -   ; -   ; 10.385.254,98 ; -   ; -   ; -   ; -   
2021|12|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;1447; 1.657.225,76 ; 43.163,47 ; 1.614.062,29 ; 1.301,60 ; 234,29 ; -   ; -   ; -   ; 1.613.828,00 ; 1.614.062,29 ; 26.632,68 ; 122.668,51 ; 149.301,19 
2021|12|CONTRIBUIÇÕES|Entrada|C170|1411|51|1.6500|7.6000|12|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;1411;51;0,0165;0,0760;12;Não conferido;2; 453,00 ; 68,00 ; 385,00 ; -   ; -   ; -   ; -   ; -   ; 385,00 ; 385,00 ; 6,35 ; 29,26 ; 35,61 
2021|12|CONTRIBUIÇÕES|Entrada|C170|2557|70|0.0000|0.0000|N/A|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;2557;70;0,0000;0,0000;N/A;Não conferido;6; 314.000,00 ; -   ; 314.000,00 ; -   ; -   ; -   ; -   ; -   ; 314.000,00 ; -   ; -   ; -   ; -   
2021|12|CONTRIBUIÇÕES|Entrada|C170|1949|70|0.0000|0.0000|N/A|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;1949;70;0,0000;0,0000;N/A;Não conferido;6; 4.008,89 ; -   ; 4.008,89 ; -   ; -   ; -   ; -   ; -   ; 4.008,89 ; -   ; -   ; -   ; -   
2021|12|CONTRIBUIÇÕES|Entrada|C170|2910|70|0.0000|0.0000|N/A|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;2910;70;0,0000;0,0000;N/A;Não conferido;1; 2.709,99 ; -   ; 2.709,99 ; 2.377,18 ; 95,09 ; -   ; -   ; -   ; 2.614,90 ; -   ; -   ; -   ; -   
2021|12|CONTRIBUIÇÕES|Entrada|C170|1102|51|1.6500|7.6000|01|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;C170;1102;51;0,0165;0,0760;1;Não conferido;8; 469,00 ; -   ; 469,00 ; 469,00 ; 84,42 ; -   ; -   ; -   ; 384,58 ; 469,00 ; 7,74 ; 35,65 ; 43,39 
2021|12|CONTRIBUIÇÕES|Entrada|F130|F130|51|1.6500|7.6000|10|Não conferido;01/12/2021;2021;12;4;CONTRIBUIÇÕES;Entrada;F130;F130;51;0,0165;0,0760;10;Não conferido;5; 2.085.000,00 ; -   ; 2.085.000,00 ; -   ; -   ; -   ; -   ; -   ; 2.085.000,00 ; 1.906.447,50 ; 31.456,40 ; 144.890,00 ; 176.346,40 
2022|01|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;112; 393.414,70 ; 21.598,38 ; 371.816,32 ; 349.580,45 ; 43.230,41 ; -   ; -   ; -   ; 328.585,91 ; 371.816,32 ; 6.135,00 ; 28.258,07 ; 34.393,07 
2022|01|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;478; 298.589,05 ; 581,98 ; 298.007,07 ; 95.512,80 ; 16.803,47 ; -   ; -   ; -   ; 281.203,60 ; 298.007,07 ; 4.917,43 ; 22.648,58 ; 27.566,01 
2022|01|CONTRIBUIÇÕES|Entrada|C170|2933|51|1.6500|7.6000|03|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;2933;51;0,0165;0,0760;3;Não conferido;5; 4.830,00 ; 0,08 ; 4.829,92 ; -   ; -   ; -   ; -   ; -   ; 4.829,92 ; 4.829,92 ; 79,70 ; 367,07 ; 446,77 
2022|01|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;1303; 856.706,78 ; 40.106,64 ; 816.600,14 ; 1.267,21 ; 221,52 ; -   ; -   ; -   ; 816.378,62 ; 816.600,14 ; 13.474,75 ; 62.061,47 ; 75.536,22 
2022|01|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;94; 63.424,27 ; 0,03 ; 63.424,24 ; 27.215,01 ; 2.686,03 ; -   ; -   ; -   ; 60.738,21 ; 63.424,24 ; 1.046,46 ; 4.820,23 ; 5.866,69 
2022|01|CONTRIBUIÇÕES|Entrada|C170|1126|51|1.6500|7.6000|02|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;1126;51;0,0165;0,0760;2;Não conferido;1; 6.072,00 ; 22,00 ; 6.050,00 ; -   ; -   ; -   ; -   ; -   ; 6.050,00 ; 6.050,00 ; 99,83 ; 459,80 ; 559,63 
2022|01|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;924; 6.178.604,12 ; 4.064,86 ; 6.174.539,26 ; 5.480.594,05 ; 801.110,06 ; -   ; -   ; -   ; 5.373.429,20 ; -   ; -   ; -   ; -   
2022|01|CONTRIBUIÇÕES|Entrada|C170|1916|70|0.0000|0.0000|N/A|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;1916;70;0,0000;0,0000;N/A;Não conferido;123; 123,00 ; -   ; 123,00 ; -   ; -   ; -   ; -   ; -   ; 123,00 ; -   ; -   ; -   ; -   
2022|01|CONTRIBUIÇÕES|Entrada|C170|2916|70|0.0000|0.0000|N/A|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;2916;70;0,0000;0,0000;N/A;Não conferido;121; 519,00 ; -   ; 519,00 ; -   ; -   ; -   ; -   ; -   ; 519,00 ; -   ; -   ; -   ; -   
2022|01|CONTRIBUIÇÕES|Entrada|C170|2653|70|0.0000|0.0000|02|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;2653;70;0,0000;0,0000;2;Não conferido;2; 1.170,42 ; -   ; 1.170,42 ; 1.170,42 ; 140,45 ; -   ; -   ; -   ; 1.029,97 ; -   ; -   ; -   ; -   
2022|01|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;113; 358.569,68 ; 7.501,01 ; 351.068,67 ; 62.712,76 ; 7.525,55 ; -   ; -   ; -   ; 343.543,12 ; 351.068,67 ; 5.792,68 ; 26.681,21 ; 32.473,89 
2022|01|CONTRIBUIÇÕES|Entrada|C170|2557|70|0.0000|0.0000|N/A|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;2557;70;0,0000;0,0000;N/A;Não conferido;3; 122.000,00 ; -   ; 122.000,00 ; -   ; -   ; -   ; -   ; -   ; 122.000,00 ; -   ; -   ; -   ; -   
2022|01|CONTRIBUIÇÕES|Entrada|C170|2552|70|0.0000|0.0000|N/A|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;2552;70;0,0000;0,0000;N/A;Não conferido;8; 2.653.500,00 ; -   ; 2.653.500,00 ; -   ; -   ; -   ; -   ; -   ; 2.653.500,00 ; -   ; -   ; -   ; -   
2022|01|CONTRIBUIÇÕES|Entrada|C170|1910|70|0.0000|0.0000|N/A|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;1910;70;0,0000;0,0000;N/A;Não conferido;1; 32,00 ; -   ; 32,00 ; 32,00 ; 5,76 ; -   ; -   ; -   ; 26,24 ; -   ; -   ; -   ; -   
2022|01|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;137; 147.077,20 ; 0,22 ; 147.076,98 ; 43.130,48 ; 5.290,93 ; -   ; -   ; -   ; 141.786,05 ; 147.076,98 ; 2.426,82 ; 11.177,84 ; 13.604,66 
2022|01|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;96; 55.503,78 ; 65,70 ; 55.438,08 ; 31.373,09 ; 3.972,15 ; -   ; -   ; -   ; 51.465,93 ; -   ; -   ; -   ; -   
2022|01|CONTRIBUIÇÕES|Entrada|C170|2407|70|0.0000|0.0000|02|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;2407;70;0,0000;0,0000;2;Não conferido;25; 7.255,40 ; -   ; 7.255,40 ; 73,60 ; 8,83 ; -   ; -   ; -   ; 7.246,57 ; -   ; -   ; -   ; -   
2022|01|CONTRIBUIÇÕES|Entrada|C170|1653|70|0.0000|0.0000|02|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;1653;70;0,0000;0,0000;2;Não conferido;5; 1.214,44 ; -   ; 1.214,44 ; -   ; -   ; -   ; -   ; -   ; 1.214,44 ; -   ; -   ; -   ; -   
2022|01|CONTRIBUIÇÕES|Entrada|C170|1551|70|0.0000|0.0000|10|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;1551;70;0,0000;0,0000;10;Não conferido;3; 426.250,00 ; -   ; 426.250,00 ; -   ; -   ; -   ; -   ; -   ; 426.250,00 ; -   ; -   ; -   ; -   
2022|01|CONTRIBUIÇÕES|Entrada|C170|1908|70|0.0000|0.0000|N/A|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;1908;70;0,0000;0,0000;N/A;Não conferido;17; 2.483,24 ; -   ; 2.483,24 ; -   ; -   ; -   ; -   ; -   ; 2.483,24 ; -   ; -   ; -   ; -   
2022|01|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;49; 14.744,62 ; 140,00 ; 14.604,62 ; -   ; -   ; -   ; -   ; -   ; 14.604,62 ; -   ; -   ; -   ; -   
2022|01|CONTRIBUIÇÕES|Entrada|D100|1353|98|0.0000|0.0000|07|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;D100;1353;98;0,0000;0,0000;7;Não conferido;2; 12.812,50 ; -   ; 12.812,50 ; -   ; -   ; -   ; -   ; -   ; 12.812,50 ; -   ; -   ; -   ; -   
2022|01|CONTRIBUIÇÕES|Entrada|F130|F130|51|1.6500|7.6000|10|Não conferido;01/01/2022;2022;1;1;CONTRIBUIÇÕES;Entrada;F130;F130;51;0,0165;0,0760;10;Não conferido;5; 3.290.000,00 ; -   ; 3.290.000,00 ; -   ; -   ; -   ; -   ; -   ; 3.290.000,00 ; 2.852.430,00 ; 47.065,12 ; 216.784,68 ; 263.849,80 
2022|02|CONTRIBUIÇÕES|Entrada|C170|2933|51|1.6500|7.6000|03|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;2933;51;0,0165;0,0760;3;Não conferido;2; 1.810,00 ; -   ; 1.810,00 ; -   ; -   ; -   ; -   ; -   ; 1.810,00 ; 1.810,00 ; 29,87 ; 137,56 ; 167,43 
2022|02|CONTRIBUIÇÕES|Entrada|C170|1925|98|0.0000|0.0000|N/A|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;1925;98;0,0000;0,0000;N/A;Não conferido;3; 297.531,72 ; -   ; 297.531,72 ; -   ; -   ; -   ; -   ; -   ; 297.531,72 ; -   ; -   ; -   ; -   
2022|02|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;118; 438.580,69 ; 17.717,82 ; 420.862,87 ; 394.646,64 ; 47.357,60 ; -   ; -   ; -   ; 373.640,98 ; 420.862,87 ; 6.944,28 ; 31.985,60 ; 38.929,88 
2022|02|CONTRIBUIÇÕES|Entrada|C170|2908|70|0.0000|0.0000|N/A|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;2908;70;0,0000;0,0000;N/A;Não conferido;1; 900,00 ; -   ; 900,00 ; -   ; -   ; -   ; -   ; -   ; 900,00 ; -   ; -   ; -   ; -   
2022|02|CONTRIBUIÇÕES|Entrada|C170|2916|70|0.0000|0.0000|N/A|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;2916;70;0,0000;0,0000;N/A;Não conferido;35; 17.532,00 ; -   ; 17.532,00 ; -   ; -   ; -   ; -   ; -   ; 17.532,00 ; -   ; -   ; -   ; -   
2022|02|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;947; 652.802,31 ; 6.884,48 ; 645.917,83 ; 193.773,84 ; 33.699,04 ; -   ; -   ; -   ; 612.218,79 ; -   ; -   ; -   ; -   
2022|02|CONTRIBUIÇÕES|Entrada|C170|1910|70|0.0000|0.0000|N/A|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;1910;70;0,0000;0,0000;N/A;Não conferido;1; 98,46 ; -   ; 98,46 ; 65,64 ; 11,82 ; -   ; -   ; -   ; 86,64 ; -   ; -   ; -   ; -   
2022|02|CONTRIBUIÇÕES|Entrada|C170|1653|70|0.0000|0.0000|02|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;1653;70;0,0000;0,0000;2;Não conferido;6; 1.375,55 ; -   ; 1.375,55 ; -   ; -   ; -   ; -   ; -   ; 1.375,55 ; -   ; -   ; -   ; -   
2022|02|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;27; 42.807,25 ; 8.430,00 ; 34.377,25 ; -   ; -   ; -   ; -   ; -   ; 34.377,25 ; -   ; -   ; -   ; -   
2022|02|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;110; 90.676,05 ; 11,21 ; 90.664,84 ; 31.642,34 ; 4.006,84 ; -   ; -   ; -   ; 86.658,00 ; 90.664,84 ; 1.496,06 ; 6.890,47 ; 8.386,53 
2022|02|CONTRIBUIÇÕES|Entrada|C170|2653|70|0.0000|0.0000|02|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;2653;70;0,0000;0,0000;2;Não conferido;9; 24.709,01 ; -   ; 24.709,01 ; -   ; -   ; -   ; -   ; -   ; 24.709,01 ; -   ; -   ; -   ; -   
2022|02|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;318; 285.689,92 ; 3.440,29 ; 282.249,63 ; 146.500,65 ; 26.370,12 ; -   ; -   ; -   ; 255.879,51 ; 282.249,63 ; 4.657,23 ; 21.450,98 ; 26.108,21 
2022|02|CONTRIBUIÇÕES|Entrada|C170|1916|70|0.0000|0.0000|N/A|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;1916;70;0,0000;0,0000;N/A;Não conferido;98; 639,63 ; -   ; 639,63 ; -   ; -   ; -   ; -   ; -   ; 639,63 ; -   ; -   ; -   ; -   
2022|02|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;81; 142.753,49 ; 3.254,02 ; 139.499,47 ; 35.936,29 ; 4.312,37 ; -   ; -   ; -   ; 135.187,10 ; 139.499,47 ; 2.301,75 ; 10.601,96 ; 12.903,71 
2022|02|CONTRIBUIÇÕES|Entrada|C170|1551|70|0.0000|0.0000|10|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;1551;70;0,0000;0,0000;10;Não conferido;23; 4.273.500,00 ; -   ; 4.273.500,00 ; 65.685,79 ; 9.262,94 ; -   ; -   ; -   ; 4.264.237,06 ; -   ; -   ; -   ; -   
2022|02|CONTRIBUIÇÕES|Entrada|C170|1411|51|1.6500|7.6000|12|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;1411;51;0,0165;0,0760;12;Não conferido;1; 319,27 ; 121,27 ; 198,00 ; -   ; -   ; -   ; -   ; -   ; 198,00 ; 198,00 ; 3,27 ; 15,05 ; 18,32 
2022|02|CONTRIBUIÇÕES|Entrada|C170|2552|70|0.0000|0.0000|N/A|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;2552;70;0,0000;0,0000;N/A;Não conferido;3; 1.390.000,00 ; -   ; 1.390.000,00 ; -   ; -   ; -   ; -   ; -   ; 1.390.000,00 ; -   ; -   ; -   ; -   
2022|02|CONTRIBUIÇÕES|Entrada|C170|2557|70|0.0000|0.0000|N/A|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;2557;70;0,0000;0,0000;N/A;Não conferido;5; 97.000,00 ; -   ; 97.000,00 ; -   ; -   ; -   ; -   ; -   ; 97.000,00 ; -   ; -   ; -   ; -   
2022|02|CONTRIBUIÇÕES|Entrada|C170|1554|70|0.0000|0.0000|N/A|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;1554;70;0,0000;0,0000;N/A;Não conferido;6; 2.203.500,00 ; -   ; 2.203.500,00 ; -   ; -   ; -   ; -   ; -   ; 2.203.500,00 ; -   ; -   ; -   ; -   
2022|02|CONTRIBUIÇÕES|Entrada|C170|1908|70|0.0000|0.0000|N/A|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;1908;70;0,0000;0,0000;N/A;Não conferido;4; 25.923,38 ; -   ; 25.923,38 ; -   ; -   ; -   ; -   ; -   ; 25.923,38 ; -   ; -   ; -   ; -   
2022|02|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;107; 44.747,90 ; 17,00 ; 44.730,90 ; 19.857,47 ; 2.550,22 ; -   ; -   ; -   ; 42.180,68 ; -   ; -   ; -   ; -   
2022|02|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/02/2022;2022;2;1;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;102; 69.328,59 ; 515,99 ; 68.812,60 ; 26.063,28 ; 2.847,12 ; -   ; -   ; -   ; 65.965,48 ; 68.812,60 ; 1.135,46 ; 5.229,77 ; 6.365,23 
